what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333618343955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333618405175
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333618407175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333618409655
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333618411705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333618422087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333618423537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333623371528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333623375238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333623396226
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333623407736
activated,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333623408026
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333623409706
activated,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333623409976
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333623413986
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333623414886
activated,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333623415156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333623418206
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333623420056
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333623425310
activated,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333623425810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333623432320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333623437780
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1333623455950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333623457380
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1333623457620
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333623462290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333623463570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1333623467300
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333623468260
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1333623472110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333623474240
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1333623477740
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1333623477940
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333623478510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333623480350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333623487100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1333623487110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333623490260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333623494020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333623511550
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1333623511580
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333623514940
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333623524010
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1333623526780
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1333623526810
started,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1333623527190
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1333623529300
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1333623529360
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1333623529470
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1333623529730
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1333623529790
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1333623530860
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1333623530950
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1333623531140
activated,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333623539200
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333623546080
error,log,,,"Factory org.eclipse.jdt.ui.internal.JarEntryEditorInputFactory returned null from createElement for editor id=org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart name=Channel.gwt.xml",1333623546380
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1333623551090
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1333623551200
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1333623551440
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.core",1333623551470
started,bundle,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.ui",1333623551540
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1333623551640
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.ui",1333623551870
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1333623551880
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333623552330
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1333623554010
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1333623554210
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333623557650
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1333623558010
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1333623558020
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1333623558040
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1333623559200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333623561480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333623616974
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333623626098
activated,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333623626402
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333623635124
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1333623639140
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1333623640450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333623644120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333623645430
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333623654004
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1333623655324
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333623657206
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1333623657476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333623658608
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333623663898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333623668638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333623670588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333623673770
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333623674850
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333623677000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333623681742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333623685202
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333623688662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333623689612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333623691272
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333623692054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333623694224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333623802520
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1333623808240
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1333623808240
activated,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333623809730
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1333623809730
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333623812220
closed,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333623812220
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1333623812250
closed,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333623812280
closed,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333623812320
closed,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333623812330
closed,editor,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare.CompareEditor",1333623812350
closed,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333623812370
closed,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1333623812400
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.closeAll",1333623812420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333623814490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333624059294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333624075834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333624798273
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333624801493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333625313062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333625314212
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333625850823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333625853323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333629597748
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1333629599661
opened,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333629602021
activated,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333629602141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333629620379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333629623099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333629625600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333630722510
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333630730372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333630734545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333630937097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333630949958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333630955248
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333630967998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333630977548
opened,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333630978203
activated,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333630978376
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333630980402
activated,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333630980682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333630984292
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333630984682
activated,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333630986442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333630988172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333631003382
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333631014420
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333631018972
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333631020334
activated,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333631020704
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333631032194
activated,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333631032894
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333631035294
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1333631036914
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333631039005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1333631050335
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1333631058915
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1333631059125
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1333631059445
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1333631061995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333631069605
executed,command,,,"AUTOGEN:::com.google.gwt.eclipse.core.editors.gwtJavaEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1333631079887
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333631080677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333631080917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333631083627
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1333631088757
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1333631100427
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1333631111017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333631113617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333631113847
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1333631117987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333631119697
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333631123181
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1333631123481
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1333631125011
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1333631125191
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333631126071
executed,command,,,"AUTOGEN:::com.google.gwt.eclipse.core.editors.gwtJavaEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1333631128681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333631130311
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333631130501
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333631136761
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333631137121
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333631138531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333631140421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333631141681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1333631145601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333631146721
activated,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333631149741
closed,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333631149741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333631151661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333631152771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333631869914
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333631871549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333631875099
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110815-1438,"org.eclipse.equinox.simpleconfigurator.manipulator",1333631890087
