what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333613690436
opened,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333613690776
activated,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333613690926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333613696546
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1333613777409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333614897010
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333614901020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333614905720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333615273982
activated,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333615276642
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1333615284862
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1333615288522
error,log,,,"Exception occurred in reconcile participant",1333615288522
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1333615289532
error,log,,,"Exception occurred in reconcile participant",1333615289532
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1333615289712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333615294112
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1333615301222
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1333615301292
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1333615301362
started,bundle,com.google.gdt.eclipse.designer.gpe,2.5.0.r37x201201030222,"com.google.gdt.eclipse.designer.gpe",1333615301772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333615304062
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1333615304072
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1333615309242
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1333615318242
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1333615319592
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1333615322372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333615324142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333615330762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333615335332
