what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333451624369
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1333451629557
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1333451629725
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333451637085
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1333451642160
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1333451642260
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333451649262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333451651202
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1333451653572
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333451659766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.linkWithEditor",1333451659836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.linkWithEditor",1333451660276
started,bundle,org.eclipse.mylyn.context.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.context.ui",1333451664196
started,bundle,com.mountainminds.eclemma.core,2.1.0.201202261248,"com.mountainminds.eclemma.core",1333451665326
started,bundle,com.mountainminds.eclemma.ui,2.1.0.201202261248,"com.mountainminds.eclemma.ui",1333451665336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333451665366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333451666818
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1333451666828
opened,editor,net.sf.jadclipse,3.3.0,"net.sf.jadclipse.JadclipseClassFileEditor",1333451670220
activated,editor,net.sf.jadclipse,3.3.0,"net.sf.jadclipse.JadclipseClassFileEditor",1333451670400
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333451674090
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1333451674960
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333451680460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333451685290
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1333451689424
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1333451689447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333451691234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333451692848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333451693298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333451695140
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1333451695930
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333451697812
activated,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333451703922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333451709572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1333451713558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333451715932
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1333451717026
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1333451717026
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1333451717027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333451721439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333451722791
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1333451724333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333451731117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333451733281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333451736743
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1333451736893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333451739735
started,bundle,com.google.gwt.eclipse.oophm,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.oophm",1333451744329
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1333451744419
opened,view,com.google.gwt.eclipse.oophm,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.DevModeView",1333451745149
activated,view,com.google.gwt.eclipse.oophm,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.DevModeView",1333451745209
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333451746586
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333451746606
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333451750517
activated,view,com.google.gwt.eclipse.oophm,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.DevModeView",1333451753549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333454371284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333454374374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333454375174
error,log,,,"Could not open the browser.",1333454382324
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333454388768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333454422243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333454717092
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333454719616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333454739562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1333454739772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333454741432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333457750960
activated,view,com.google.gwt.eclipse.oophm,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.DevModeView",1333457755150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333457755550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333457757073
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333457757083
activated,view,com.google.gwt.eclipse.oophm,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.DevModeView",1333457759495
activated,editor,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1333458406088
activated,view,com.google.gwt.eclipse.oophm,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.DevModeView",1333458407547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458407666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458408873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458415049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458475768
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333458481988
activated,view,com.google.gwt.eclipse.oophm,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.DevModeView",1333458485058
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333458486428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333458492506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458493166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458551602
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333458553618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458563850
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333458586372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458593233
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333458593653
activated,view,com.google.gwt.eclipse.oophm,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.DevModeView",1333458597824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458598344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458599818
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333458599818
activated,view,com.google.gwt.eclipse.oophm,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.DevModeView",1333458602420
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333458612094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458623892
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458639378
activated,view,com.google.gwt.eclipse.oophm,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.DevModeView",1333458639767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458643255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458674252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458677626
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333458685870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458687990
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333458689201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458694810
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333458731052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458735211
activated,view,com.google.gwt.eclipse.oophm,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.DevModeView",1333458735577
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333458737396
activated,view,com.google.gwt.eclipse.oophm,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.DevModeView",1333458739850
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333458741330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458751407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458872684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458875160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458897110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1333458897190
activated,view,com.google.gwt.eclipse.oophm,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.DevModeView",1333458911160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458913870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458914235
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333458914265
activated,view,com.google.gwt.eclipse.oophm,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.DevModeView",1333458917387
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333458930591
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458940712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333458955182
activated,view,com.google.gwt.eclipse.oophm,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.DevModeView",1333458955502
